"name","year","storm_num","date_time","status","status_full","longitude","latitude","maxWindSpeed","minWindPressure","NEQuadrant1","SEQuadrant1","SWQuadrant1","NWQuadrant1","NEQuadrant2","SEQuadrant2","SWQuadrant2","NWQuadrant2","NEQuadrant3","SEQuadrant3","SWQuadrant3","NWQuadrant3","max_status"
"Agatha",2010,1,2010-05-30 12:00:00,"LO","Other:LO",-91.4,15.7,15,1008,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Two",2010,2,2010-06-16 06:00:00,"TD","Tropical Depression",-95.2,14.6,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Two",2010,2,2010-06-16 12:00:00,"TD","Tropical Depression",-95.4,14.7,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Two",2010,2,2010-06-16 18:00:00,"TD","Tropical Depression",-95.9,14.9,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Two",2010,2,2010-06-17 00:00:00,"TD","Tropical Depression",-96.4,15.2,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Blas",2010,3,2010-06-15 06:00:00,"LO","Other:LO",-105.3,14.6,20,1008,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-15 12:00:00,"LO","Other:LO",-105.2,14.7,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-15 18:00:00,"LO","Other:LO",-105.3,14.9,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-16 00:00:00,"LO","Other:LO",-105.5,15,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-16 06:00:00,"LO","Other:LO",-105.7,14.8,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-16 12:00:00,"LO","Other:LO",-105.6,14.6,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-16 18:00:00,"LO","Other:LO",-105.4,14.7,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-17 00:00:00,"LO","Other:LO",-105.4,14.8,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-17 06:00:00,"TD","Tropical Depression",-105.5,14.9,30,1005,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-17 12:00:00,"TS","Tropical Storm",-105.7,15,35,1003,45,45,45,45,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-17 18:00:00,"TS","Tropical Storm",-106,15.2,40,1001,45,45,45,45,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-18 00:00:00,"TS","Tropical Storm",-106.4,15.4,40,1000,60,60,60,60,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-18 06:00:00,"TS","Tropical Storm",-106.8,15.6,40,1000,60,60,60,60,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-18 12:00:00,"TS","Tropical Storm",-107.3,15.8,40,1000,60,60,60,60,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-18 18:00:00,"TS","Tropical Storm",-107.8,16.1,40,1000,60,60,60,60,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-19 00:00:00,"TS","Tropical Storm",-108.4,16.3,45,999,60,60,60,60,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-19 06:00:00,"TS","Tropical Storm",-109,16.4,50,996,60,60,60,60,15,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-19 12:00:00,"TS","Tropical Storm",-109.6,16.5,55,994,60,60,60,60,15,15,15,15,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-19 18:00:00,"TS","Tropical Storm",-110.3,16.7,55,994,60,60,60,60,15,15,15,15,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-20 00:00:00,"TS","Tropical Storm",-111.1,17,50,996,60,60,60,60,15,15,0,15,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-20 06:00:00,"TS","Tropical Storm",-112,17.3,45,999,50,50,40,50,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-20 12:00:00,"TS","Tropical Storm",-113,17.6,40,1002,50,50,40,50,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-20 18:00:00,"TS","Tropical Storm",-114.2,17.7,35,1005,45,45,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-21 00:00:00,"TD","Tropical Depression",-115.4,17.8,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-21 06:00:00,"TD","Tropical Depression",-116.7,17.8,30,1008,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-21 12:00:00,"TD","Tropical Depression",-117.9,17.6,30,1009,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-21 18:00:00,"LO","Other:LO",-119.2,17.3,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-22 00:00:00,"LO","Other:LO",-120.5,17,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-22 06:00:00,"LO","Other:LO",-121.8,16.7,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-22 12:00:00,"LO","Other:LO",-123.2,16.5,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-22 18:00:00,"LO","Other:LO",-124.6,16.3,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Blas",2010,3,2010-06-23 00:00:00,"LO","Other:LO",-125.9,16.2,25,1011,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Celia",2010,4,2010-06-18 06:00:00,"LO","Other:LO",-94.4,13,20,1010,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-18 12:00:00,"LO","Other:LO",-95,13.2,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-18 18:00:00,"TD","Tropical Depression",-95.5,13.4,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-19 00:00:00,"TD","Tropical Depression",-96,13.2,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-19 06:00:00,"TD","Tropical Depression",-96.5,13,30,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-19 12:00:00,"TS","Tropical Storm",-97,12.8,35,1005,0,0,40,40,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-19 18:00:00,"TS","Tropical Storm",-97.5,12.5,40,1002,0,0,40,40,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-20 00:00:00,"TS","Tropical Storm",-98.1,12.2,50,997,45,45,40,45,10,0,0,10,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-20 06:00:00,"TS","Tropical Storm",-98.8,12,55,994,50,50,45,45,10,0,0,10,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-20 12:00:00,"TS","Tropical Storm",-99.4,11.8,60,991,60,55,45,45,10,0,0,10,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-20 18:00:00,"HU","Hurricane: Category 1",-100,11.6,65,987,65,60,50,55,30,30,30,30,15,15,15,15,"Hurricane: Category 5"
"Celia",2010,4,2010-06-21 00:00:00,"HU","Hurricane: Category 1",-100.6,11.5,65,987,65,60,50,55,30,30,30,30,15,15,15,15,"Hurricane: Category 5"
"Celia",2010,4,2010-06-21 06:00:00,"HU","Hurricane: Category 1",-101.3,11.5,65,987,65,60,50,60,30,30,30,30,15,15,15,15,"Hurricane: Category 5"
"Celia",2010,4,2010-06-21 12:00:00,"HU","Hurricane: Category 1",-102,11.5,70,984,65,60,50,65,30,30,30,30,15,15,15,15,"Hurricane: Category 5"
"Celia",2010,4,2010-06-21 18:00:00,"HU","Hurricane: Category 1",-102.8,11.6,75,980,75,65,60,75,35,30,30,35,20,15,15,20,"Hurricane: Category 5"
"Celia",2010,4,2010-06-22 00:00:00,"HU","Hurricane: Category 1",-103.6,11.6,80,977,80,70,70,80,45,30,30,45,20,15,15,20,"Hurricane: Category 5"
"Celia",2010,4,2010-06-22 06:00:00,"HU","Hurricane: Category 2",-104.4,11.6,85,973,80,70,70,80,45,30,30,45,20,15,15,20,"Hurricane: Category 5"
"Celia",2010,4,2010-06-22 12:00:00,"HU","Hurricane: Category 2",-105.2,11.6,85,973,80,70,70,80,45,30,30,45,20,15,15,20,"Hurricane: Category 5"
"Celia",2010,4,2010-06-22 18:00:00,"HU","Hurricane: Category 2",-106,11.7,85,973,80,80,70,80,45,30,30,45,20,15,15,20,"Hurricane: Category 5"
"Celia",2010,4,2010-06-23 00:00:00,"HU","Hurricane: Category 1",-106.8,11.7,80,977,80,80,70,80,45,30,30,45,20,15,15,20,"Hurricane: Category 5"
"Celia",2010,4,2010-06-23 06:00:00,"HU","Hurricane: Category 1",-107.7,11.8,75,980,80,80,70,80,45,35,30,45,20,15,15,20,"Hurricane: Category 5"
"Celia",2010,4,2010-06-23 12:00:00,"HU","Hurricane: Category 2",-108.7,12,85,973,90,90,75,90,50,40,35,50,25,20,20,25,"Hurricane: Category 5"
"Celia",2010,4,2010-06-23 18:00:00,"HU","Hurricane: Category 2",-109.8,12.1,95,966,100,100,85,100,50,40,35,50,30,25,25,30,"Hurricane: Category 5"
"Celia",2010,4,2010-06-24 00:00:00,"HU","Hurricane: Category 2",-111,12.2,90,970,100,100,85,100,55,45,40,55,25,25,20,25,"Hurricane: Category 5"
"Celia",2010,4,2010-06-24 06:00:00,"HU","Hurricane: Category 2",-112.1,12.3,90,970,100,100,85,100,55,45,40,55,25,25,20,25,"Hurricane: Category 5"
"Celia",2010,4,2010-06-24 12:00:00,"HU","Hurricane: Category 3",-113.3,12.3,100,962,100,100,90,100,60,60,40,55,35,30,20,30,"Hurricane: Category 5"
"Celia",2010,4,2010-06-24 18:00:00,"HU","Hurricane: Category 4",-114.3,12.5,115,948,100,100,75,90,70,60,40,60,40,30,25,35,"Hurricane: Category 5"
"Celia",2010,4,2010-06-25 00:00:00,"HU","Hurricane: Category 5",-115.4,12.9,140,921,120,120,75,90,75,60,45,60,45,35,30,35,"Hurricane: Category 5"
"Celia",2010,4,2010-06-25 06:00:00,"HU","Hurricane: Category 5",-116.5,13.2,140,921,120,120,75,90,75,60,45,60,45,35,30,35,"Hurricane: Category 5"
"Celia",2010,4,2010-06-25 12:00:00,"HU","Hurricane: Category 4",-117.6,13.6,125,938,120,120,75,90,75,60,45,55,45,35,30,35,"Hurricane: Category 5"
"Celia",2010,4,2010-06-25 18:00:00,"HU","Hurricane: Category 3",-118.5,14,110,953,110,110,75,90,50,50,40,50,35,35,25,30,"Hurricane: Category 5"
"Celia",2010,4,2010-06-26 00:00:00,"HU","Hurricane: Category 3",-119.4,14.6,100,962,110,110,75,90,50,50,40,45,35,35,25,30,"Hurricane: Category 5"
"Celia",2010,4,2010-06-26 06:00:00,"HU","Hurricane: Category 2",-120.3,15.1,90,970,100,110,70,80,50,50,40,40,30,25,20,30,"Hurricane: Category 5"
"Celia",2010,4,2010-06-26 12:00:00,"HU","Hurricane: Category 2",-121.1,15.4,85,973,90,100,70,80,45,45,30,35,25,20,15,25,"Hurricane: Category 5"
"Celia",2010,4,2010-06-26 18:00:00,"HU","Hurricane: Category 1",-121.8,15.6,70,984,85,80,65,75,35,35,20,30,20,15,5,20,"Hurricane: Category 5"
"Celia",2010,4,2010-06-27 00:00:00,"TS","Tropical Storm",-122.5,15.7,55,994,65,70,60,60,25,20,10,20,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-27 06:00:00,"TS","Tropical Storm",-123.1,15.8,50,997,50,55,45,50,25,0,0,25,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-27 12:00:00,"TS","Tropical Storm",-123.5,15.8,45,1000,40,50,45,45,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-27 18:00:00,"TS","Tropical Storm",-123.9,15.6,40,1002,25,40,40,40,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-28 00:00:00,"TS","Tropical Storm",-124.1,15.4,35,1005,20,40,40,35,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-28 06:00:00,"TS","Tropical Storm",-124.1,15.3,35,1005,20,30,30,30,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-28 12:00:00,"TS","Tropical Storm",-124.1,15.2,35,1005,15,25,25,25,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-28 18:00:00,"LO","Other:LO",-123.9,15.1,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-29 00:00:00,"LO","Other:LO",-123.6,15.2,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-29 06:00:00,"LO","Other:LO",-123.5,15.3,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-29 12:00:00,"LO","Other:LO",-123.5,15.4,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-29 18:00:00,"LO","Other:LO",-123.5,15.5,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-30 00:00:00,"LO","Other:LO",-123.5,15.7,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-30 06:00:00,"LO","Other:LO",-123.4,16,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Celia",2010,4,2010-06-30 12:00:00,"LO","Other:LO",-123.4,16.2,20,1010,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 5"
"Darby",2010,5,2010-06-20 12:00:00,"LO","Other:LO",-88,7.9,20,1009,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-20 18:00:00,"LO","Other:LO",-88.8,8.1,20,1009,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-21 00:00:00,"LO","Other:LO",-89.4,8.4,20,1009,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-21 06:00:00,"LO","Other:LO",-90,8.8,20,1009,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-21 12:00:00,"LO","Other:LO",-90.6,9.1,20,1009,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-21 18:00:00,"LO","Other:LO",-91.1,9.4,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-22 00:00:00,"LO","Other:LO",-91.5,9.6,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-22 06:00:00,"LO","Other:LO",-91.9,9.8,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-22 12:00:00,"LO","Other:LO",-92.2,10,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-22 18:00:00,"LO","Other:LO",-92.5,10.2,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-23 00:00:00,"TD","Tropical Depression",-92.9,10.9,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-23 06:00:00,"TS","Tropical Storm",-93.7,11.3,35,1005,0,0,45,45,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-23 12:00:00,"TS","Tropical Storm",-94.6,11.7,45,1000,35,35,45,45,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-23 18:00:00,"TS","Tropical Storm",-95.6,11.9,55,994,40,40,50,60,20,20,20,20,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-24 00:00:00,"TS","Tropical Storm",-96.6,12.2,60,990,40,40,50,60,20,20,20,20,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-24 06:00:00,"HU","Hurricane: Category 1",-97.5,12.5,65,987,45,35,35,55,20,15,15,20,10,10,10,10,"Hurricane: Category 3"
"Darby",2010,5,2010-06-24 12:00:00,"HU","Hurricane: Category 1",-98.3,12.7,70,984,45,35,35,55,20,15,15,20,10,10,10,10,"Hurricane: Category 3"
"Darby",2010,5,2010-06-24 18:00:00,"HU","Hurricane: Category 1",-99,12.8,75,981,50,40,40,55,25,25,25,25,15,15,15,15,"Hurricane: Category 3"
"Darby",2010,5,2010-06-25 00:00:00,"HU","Hurricane: Category 1",-99.7,13.1,80,977,55,40,40,55,25,25,25,25,15,15,15,15,"Hurricane: Category 3"
"Darby",2010,5,2010-06-25 06:00:00,"HU","Hurricane: Category 2",-100.4,13.2,90,970,55,45,45,55,30,30,30,30,20,20,20,20,"Hurricane: Category 3"
"Darby",2010,5,2010-06-25 12:00:00,"HU","Hurricane: Category 3",-100.9,13.4,100,962,55,45,45,55,30,30,30,30,20,20,20,20,"Hurricane: Category 3"
"Darby",2010,5,2010-06-25 18:00:00,"HU","Hurricane: Category 3",-101.3,13.6,105,960,55,40,40,55,30,25,25,30,15,15,15,15,"Hurricane: Category 3"
"Darby",2010,5,2010-06-25 21:00:00,"HU","Hurricane: Category 3",-101.6,13.7,105,959,55,40,40,55,30,25,25,30,15,15,15,15,"Hurricane: Category 3"
"Darby",2010,5,2010-06-26 00:00:00,"HU","Hurricane: Category 3",-101.8,13.7,100,961,50,35,35,50,30,20,20,30,15,10,10,15,"Hurricane: Category 3"
"Darby",2010,5,2010-06-26 06:00:00,"HU","Hurricane: Category 3",-102.2,13.5,100,962,50,35,35,50,30,20,20,30,15,10,10,15,"Hurricane: Category 3"
"Darby",2010,5,2010-06-26 12:00:00,"HU","Hurricane: Category 2",-102.5,13.5,95,965,45,35,35,45,25,20,20,25,15,10,10,15,"Hurricane: Category 3"
"Darby",2010,5,2010-06-26 18:00:00,"HU","Hurricane: Category 2",-102.7,13.5,85,975,35,35,35,35,20,20,20,20,10,10,10,10,"Hurricane: Category 3"
"Darby",2010,5,2010-06-27 00:00:00,"HU","Hurricane: Category 1",-102.9,13.5,70,984,35,35,35,35,20,15,15,20,10,10,10,10,"Hurricane: Category 3"
"Darby",2010,5,2010-06-27 06:00:00,"TS","Tropical Storm",-103.1,13.5,60,991,35,35,35,35,20,15,15,20,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-27 12:00:00,"TS","Tropical Storm",-103,13.6,50,997,30,30,30,30,15,10,10,15,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-27 18:00:00,"TS","Tropical Storm",-102.6,13.7,40,1001,30,30,30,30,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-28 00:00:00,"TS","Tropical Storm",-102.2,13.8,35,1002,30,35,35,30,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-28 06:00:00,"TS","Tropical Storm",-101.3,14.1,35,1003,30,35,35,30,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-28 12:00:00,"TD","Tropical Depression",-100.1,14.2,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-28 18:00:00,"LO","Other:LO",-98.9,14.3,25,1004,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-29 00:00:00,"LO","Other:LO",-97.9,14.6,25,1005,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-29 06:00:00,"LO","Other:LO",-97.1,14.9,25,1005,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-29 12:00:00,"LO","Other:LO",-96.5,15.1,20,1006,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Darby",2010,5,2010-06-29 18:00:00,"LO","Other:LO",-96.1,15.3,20,1006,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane: Category 3"
"Six",2010,6,2010-07-14 00:00:00,"LO","Other:LO",-102.6,14.3,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Six",2010,6,2010-07-14 06:00:00,"LO","Other:LO",-104.2,14.4,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Six",2010,6,2010-07-14 12:00:00,"TD","Tropical Depression",-105.6,14.5,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Six",2010,6,2010-07-14 18:00:00,"TD","Tropical Depression",-106.5,14.6,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Six",2010,6,2010-07-15 00:00:00,"TD","Tropical Depression",-107.3,14.8,30,1006,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Six",2010,6,2010-07-15 06:00:00,"TD","Tropical Depression",-107.7,15,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Six",2010,6,2010-07-15 12:00:00,"TD","Tropical Depression",-107.9,15.4,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Six",2010,6,2010-07-15 18:00:00,"TD","Tropical Depression",-108.1,15.9,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Six",2010,6,2010-07-16 00:00:00,"TD","Tropical Depression",-108.6,16.5,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Six",2010,6,2010-07-16 06:00:00,"TD","Tropical Depression",-109.6,17.2,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Six",2010,6,2010-07-16 12:00:00,"TD","Tropical Depression",-110.8,17.8,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Six",2010,6,2010-07-16 18:00:00,"LO","Other:LO",-112.4,18.2,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Six",2010,6,2010-07-17 00:00:00,"LO","Other:LO",-114.1,18.5,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Six",2010,6,2010-07-17 06:00:00,"LO","Other:LO",-115.1,18.7,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Six",2010,6,2010-07-17 12:00:00,"LO","Other:LO",-116.1,18.9,25,1009,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Six",2010,6,2010-07-17 18:00:00,"LO","Other:LO",-117.1,19,25,1010,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Six",2010,6,2010-07-18 00:00:00,"LO","Other:LO",-118.3,19,20,1011,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Six",2010,6,2010-07-18 06:00:00,"LO","Other:LO",-119.6,19,20,1011,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Depression"
"Estelle",2010,7,2010-08-04 12:00:00,"LO","Other:LO",-94.9,14.9,20,1008,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-04 18:00:00,"LO","Other:LO",-96.3,14.7,25,1008,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-05 00:00:00,"LO","Other:LO",-97.6,14.7,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-05 06:00:00,"LO","Other:LO",-98.8,14.9,25,1007,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-05 12:00:00,"LO","Other:LO",-99.9,15.2,25,1006,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-05 18:00:00,"LO","Other:LO",-100.9,15.5,25,1005,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-06 00:00:00,"TD","Tropical Depression",-101.7,15.8,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-06 06:00:00,"TD","Tropical Depression",-102.6,16.2,30,1004,0,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-06 12:00:00,"TS","Tropical Storm",-103.5,16.6,35,1003,45,0,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-06 18:00:00,"TS","Tropical Storm",-104.6,16.9,40,1002,45,45,0,0,0,0,0,0,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-07 00:00:00,"TS","Tropical Storm",-105.6,17,45,1000,45,45,0,45,0,0,0,0,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-07 06:00:00,"TS","Tropical Storm",-106.4,16.8,45,1000,45,45,0,45,0,0,0,0,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-07 12:00:00,"TS","Tropical Storm",-107.3,16.9,50,998,45,45,30,45,20,0,0,0,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-07 18:00:00,"TS","Tropical Storm",-108.3,17.1,50,998,60,50,30,50,20,0,0,20,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-08 00:00:00,"TS","Tropical Storm",-109.2,17.3,55,994,75,60,50,60,20,20,20,20,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-08 06:00:00,"TS","Tropical Storm",-109.8,17.5,55,994,75,60,50,60,20,20,20,20,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-08 12:00:00,"TS","Tropical Storm",-110.4,17.7,50,996,75,60,50,60,20,20,0,20,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-08 18:00:00,"TS","Tropical Storm",-110.9,17.9,45,999,60,45,35,50,0,0,0,0,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-09 00:00:00,"TS","Tropical Storm",-111.3,17.9,40,1001,45,35,35,40,0,0,0,0,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-09 06:00:00,"TS","Tropical Storm",-111.7,17.9,35,1002,30,30,30,30,0,0,0,0,0,0,0,0,"Tropical Storm"
"Estelle",2010,7,2010-08-09 12:00:00,"TS","Tropical Storm",-112,17.8,35,1004,30,30,30,30,0,0,0,0,0,0,0,0,"Tropical Storm"
